                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                  "aarch64-macos-23.10.1"                                 "CRMATH"                               "20231122"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      489                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.1941874069604739E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.1941874069604739E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6846260210142713E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6846260210142713E+001                 -1.6846260210142713E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6178711088836422E+000                  3.9558809204463041E+000                  2.2648514033203639E+000                  1.0844560797180860E+000                  0.0000000000000000E+000                  9.3426642674918092E+000                 -4.5892680436524005E+000                  5.7521120073318190E+000                  6.2187847374279603E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        2 
                                      50                                      489                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.2621491777865283E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.2621491777865283E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6845156461280503E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6845156461280503E+001                 -1.6845156461280503E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6178801366357001E+000                  3.9557817732812426E+000                  2.2647837742337185E+000                  1.0845913378913774E+000                  0.0000000000000000E+000                  9.3429355947350210E+000                 -4.5890611898070048E+000                  5.7521776063900942E+000                  6.2187838884836100E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        2 
                                      55                                      489                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.2902556013552088E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.2902556013552088E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6842411381013012E+001                 -9.8999999999999986E+001                 -3.2511239531709968E+001                 -1.6842411381013012E+001                 -1.6842411381013012E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6179029037700858E+000                  3.9555374663810356E+000                  2.2646160865148430E+000                  1.0849267133291276E+000                  0.0000000000000000E+000                  9.3436102018732452E+000                 -4.5885468296540477E+000                  5.7523406709932683E+000                  6.2187817773504817E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        2 
                                      60                                      489                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.3221934044600056E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.3221934044600056E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6835593973983162E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6835593973983162E+001                 -1.6835593973983162E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6179596350066499E+000                  3.9549318069513819E+000                  2.2641997943268883E+000                  1.0857592977050374E+000                  0.0000000000000000E+000                  9.3452859961749883E+000                 -4.5872688280447145E+000                  5.7527455584728822E+000                  6.2187765299091113E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        2 
                                      65                                      489                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.4082665474491449E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.4082665474491449E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6818713902888032E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6818713902888032E+001                 -1.6818713902888032E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6181006426753006E+000                  3.9534331784959531E+000                  2.2631684647618728E+000                  1.0878219568350687E+000                  0.0000000000000000E+000                  9.3494387170934861E+000                 -4.5841002153675214E+000                  5.7537478144218079E+000                  6.2187635052987389E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        3 
                                      70                                      491                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.5206435691955270E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142218E-001                  2.5206435691955270E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6777221567391642E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6777221567391642E+001                 -1.6777221567391642E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6184489234281614E+000                  3.9497485705289077E+000                  2.2606295992726273E+000                  1.0928996878135597E+000                  0.0000000000000000E+000                  9.3596682732088148E+000                 -4.5762852441202844E+000                  5.7562104029422523E+000                  6.2187312739666933E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        3 
                                      75                                      492                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142218E-001                  3.0511708825626576E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142218E-001                  3.0511708825626576E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6677031203737378E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6677031203737378E+001                 -1.6677031203737378E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6192757989361612E+000                  3.9407516883759288E+000                  2.2544774071801394E+000                  1.1052040719985354E+000                  0.0000000000000000E+000                  9.3845010894860295E+000                 -4.5572575273680256E+000                  5.7621513595349247E+000                  6.2186519647442540E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        3 
                                      80                                      493                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999085651146968E-001                  4.8168494124167169E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999085651146968E-001                  4.8168494124167169E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6444715381747148E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6444715381747148E+001                 -1.6444715381747148E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6213036907146710E+000                  3.9200821163830102E+000                  2.2400868376266594E+000                  1.1339852111054955E+000                  0.0000000000000000E+000                  9.4428598367166021E+000                 -4.5122231466607481E+000                  5.7759029985831143E+000                  6.2184579622575242E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        4 
                                      85                                      497                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999290477536373E-001                  9.4685214953580829E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999290477536373E-001                  9.4685214953580829E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5951154810477894E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5951154810477894E+001                 -1.5951154810477894E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6257110455963750E+000                  3.8755049160613346E+000                  2.2089835277024141E+000                  1.1961918309539861E+000                  0.0000000000000000E+000                  9.5711115103473272E+000                 -4.4117815144744714E+000                  5.8051389627862031E+000                  6.2179850661238067E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        4 
                                      90                                      512                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999519798401826E-001                  2.0951839193764515E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999519798401826E-001                  2.0951839193764515E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5049949515455948E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5049949515455948E+001                 -1.5049949515455948E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6338012117329992E+000                  3.7925569230367469E+000                  2.1513291989168719E+000                  1.3115004885250696E+000                  0.0000000000000000E+000                  9.8230886673330708E+000                 -4.2102341753027588E+000                  5.8596364023201950E+000                  6.2169880296655333E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        5 
                                      95                                      524                  1.3619175718150248E+003                  2.1674786130232020E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999722414068370E-001                  3.9742141628697142E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999722414068370E-001                  3.9742141628697142E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4001599311064101E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4001599311064101E+001                 -1.4001599311064101E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6432699158057136E+000                  3.7037214230761251E+000                  2.0879740407911314E+000                  1.4382108047765512E+000                  0.0000000000000000E+000                  1.0145833269053492E+001                 -3.9481054983015236E+000                  5.9262764702290811E+000                  6.2159246360737874E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        4 
                                     100                                      524                  2.2999894897960926E+003                  2.3220915938174502E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999810736832995E-001                  5.8454157383146221E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999810736832995E-001                  5.8454157383146221E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2991417259794531E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2991417259794531E+001                 -1.2991417259794531E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6517264755453045E+000                  3.6430361686209909E+000                  2.0407182940843840E+000                  1.5327222981900461E+000                  0.0000000000000000E+000                  1.0477919118073999E+001                 -3.6791141024386951E+000                  5.9947646503577836E+000                  6.2149246132449709E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        4 
                                     105                                      530                  3.5470101436472205E+003                  2.4878776041613855E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999861206984231E-001                  7.6688069382682444E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999861206984231E-001                  7.6688069382682444E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1910474458560811E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1910474458560811E+001                 -1.1910474458560811E+001                 -3.6183385335871009E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6595812645093275E+000                  3.6347050202978144E+000                  2.0208431419947490E+000                  1.5724726023693156E+000                  0.0000000000000000E+000                  1.0838076813303285E+001                 -3.3932051644064316E+000                  6.0728757708015753E+000                  6.2139554427751031E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        4 
                                     110                                      533                  4.9369025156375319E+003                  2.5224297587130362E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999848589446416E-001                  9.2136614663422456E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999848589446416E-001                  9.2136614663422456E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0778711396346017E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.0778711396346017E+001                 -1.0778711396346017E+001                 -3.2308116787530835E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6671149811107684E+000                  3.7409091046737348E+000                  2.0588777509798275E+000                  1.4964033843991587E+000                  0.0000000000000000E+000                  1.1206940902578923E+001                 -3.1097621263884219E+000                  6.1598365135555380E+000                  6.2132302868719846E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        5 
                                     115                                      596                  6.2448770532548897E+003                  2.3922956895245875E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9516443194265336E-001                  9.8666596057212874E-001                  9.9999804428064110E-001                  9.9714031488182231E-001                  9.9516443194265336E-001                  9.8666596057212874E-001                  9.9999804428064110E-001                  9.9714031488182231E-001                 -9.6435212773210726E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.6435212773210726E+000                 -9.6435212773210726E+000                 -2.8430981996984901E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6836622091512927E+000                  3.9311308294510288E+000                  2.1208941572874260E+000                  1.3723705717839616E+000                  0.0000000000000000E+000                  1.1568757473331917E+001                 -2.8420175582320755E+000                  6.2530447080441363E+000                  6.2126373543791924E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        5 
                                     120                                      580                  7.4240645872481409E+003                  2.3412228963659385E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9762189325819839E-001                  9.9331072921184638E-001                  9.9999936912211029E-001                  9.9994407563497378E-001                  9.9762189325819839E-001                  9.9331072921184638E-001                  9.9999936912211029E-001                  9.9994407563497378E-001                 -8.6487325024654016E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.6487325024654016E+000                 -8.6487325024654016E+000                 -2.5048249755383388E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7360229913139524E+000                  4.0060698198919216E+000                  2.0536420881825532E+000                  1.5068747099937077E+000                  0.0000000000000000E+000                  1.1892426774729300E+001                 -2.6071091240517132E+000                  6.3399161334957501E+000                  6.2121689190928142E-001                  8.5000496627254207E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712320E+000                                        0                                        8 
                                     125                                      603                  8.0514106475736353E+003                  1.8812260799704319E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9865964687297115E-001                  9.9585123202022330E-001                  9.9999252257392279E-001                  9.9997168263152991E-001                  9.9865964687297115E-001                  9.9585123202022330E-001                  9.9999252257392279E-001                  9.9997168263152991E-001                 -8.1763166961444682E+000                 -9.8999999999999986E+001                 -2.4082399653118493E+001                 -8.1763166961444682E+000                 -8.1763166961444682E+000                 -2.3457290789880805E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654641050314095E+000                  4.0226063521397162E+000                  2.0030281268715360E+000                  1.6081026326157417E+000                  0.0000000000000000E+000                  1.2052559698308354E+001                 -2.4905300045800685E+000                  6.3825945670826840E+000                  6.2119566307714624E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4468833607861366E-003                  9.3805276451495410E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000009E+001                  4.1995530354712320E+000                                        2                                        5 
                                     130                                      615                  8.4597663147582225E+003                  1.8177398224493253E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9897599975638607E-001                  9.9678873156854919E-001                  9.9999449728137335E-001                  9.9997970227515254E-001                  9.9897599975638607E-001                  9.9678873156854919E-001                  9.9999449728137335E-001                  9.9997970227515254E-001                 -7.8913651247198482E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.8913651247198482E+000                 -7.8913651247198491E+000                 -2.2504182652559638E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7835428691909505E+000                  4.0287773627776291E+000                  1.9699561038714113E+000                  1.6742466786159915E+000                  0.0000000000000000E+000                  1.2151567555933880E+001                 -2.4181170780851922E+000                  6.4087232449554268E+000                  6.2118220339462904E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4468833607861345E-003                  9.3805276451495393E-003                  3.4468833607861214E-003                  9.3805276451495428E-003                  1.0500000000000004E+001                  4.1995530354712320E+000                                        3                                        5 
